name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston,TX",2021-01-11,44.1,34,37.5,36.8,22.8,29.4,31,77.9,0,0,0,,0,0.1,26.4,20.6,345.8,1028.1,92.8,9.8,43,3.6,2,,2021-01-11T07:18:01,2021-01-11T17:41:23,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-12,50.2,33.8,42.3,50.2,28.2,39,30.9,65.6,0,0,0,,0,0,10.5,9.5,321.3,1028.7,45.6,8.6,36.6,3.1,2,,2021-01-12T07:17:58,2021-01-12T17:42:13,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-13,57.6,39,48.4,57.6,31.3,45.6,34.6,59.9,0,0,0,,0,0,18.3,12.8,252.2,1022.4,13.4,9.9,28.6,2.3,1,,2021-01-13T07:17:53,2021-01-13T17:43:03,0.02,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-14,68.8,47.2,57,68.8,42.1,55.7,40.9,58.4,0,0,0,,0,0,33.4,21.7,266.6,1013.5,4.5,9.9,34.8,3,2,,2021-01-14T07:17:46,2021-01-14T17:43:54,0.05,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-15,57.7,44.6,51.8,57.7,39.2,50.1,17.2,26.8,0,0,0,,0,0,39.3,27.8,311.3,1017.9,8.1,9.9,72.9,6.2,6,,2021-01-15T07:17:38,2021-01-15T17:44:45,0.08,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-16,57.8,41.4,50.9,57.8,37.8,48.8,16.5,26.1,0,0,0,,0,0,23,15.6,296.9,1019.3,42.1,8.5,31,2.6,2,,2021-01-16T07:17:28,2021-01-16T17:45:36,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-17,65,47.4,56,65,43.7,55,23.2,28.6,0,0,0,,0,0,19.7,11.4,303.8,1018.7,25.6,8.8,35.7,3,2,,2021-01-17T07:17:17,2021-01-17T17:46:27,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-18,66.8,50.8,59.4,66.8,50.8,59.4,44.1,59.1,0,0,0,,0,0,27.7,24,142.9,1017.8,79.8,9.9,38.1,3.3,2,,2021-01-18T07:17:03,2021-01-18T17:47:19,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-19,72.2,62.3,66.4,72.2,62.3,66.4,56.3,71.3,0,0,0,,0,0,28.9,22.1,142.9,1022.1,72.1,9.9,41.5,3.7,2,,2021-01-19T07:16:49,2021-01-19T17:48:11,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-20,63,57.4,60.2,63,57.4,60.2,57.7,91.6,0,0,0,,0,0,16.1,13.6,95.3,1024.4,99.5,3.5,34.4,2.9,2,,2021-01-20T07:16:32,2021-01-20T17:49:03,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-21,68.1,59.3,64.3,68.1,59.3,64.3,63.6,97.6,0.183,100,45.83,rain,0,0,17.4,10.5,232,1016.1,100,1.4,17.5,1.4,1,,2021-01-21T07:16:14,2021-01-21T17:49:55,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-22,66.7,62.7,64.2,66.7,62.7,64.2,62.5,94.2,0.022,100,16.67,rain,0,0,12.8,7.9,358.7,1013.5,89.3,5.8,21.6,2,1,,2021-01-22T07:15:54,2021-01-22T17:50:47,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-23,62.9,57.6,60.8,62.9,57.6,60.8,59.7,95.9,0.118,100,16.67,rain,0,0,25.3,15.6,94.8,1016.1,100,3.3,25.7,2,1,,2021-01-23T07:15:33,2021-01-23T17:51:39,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-24,75.5,59.4,67.2,75.5,59.4,67.2,64.8,92.4,0.024,100,12.5,rain,0,0,33.3,24.1,147.5,1012.5,98.6,4.8,38.9,3.2,2,,2021-01-24T07:15:10,2021-01-24T17:52:31,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-25,75.7,68,71.7,75.7,68,71.7,59.2,68.9,0.001,100,4.17,rain,0,0,33.2,25.5,186.3,1007,97.2,7.9,38.4,3.3,2,,2021-01-25T07:14:46,2021-01-25T17:53:23,0.4,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-26,75.4,63.9,68.8,75.4,63.9,68.8,42.2,38.9,0,0,0,,0,0,16.1,12.1,78,1010.1,90.6,9.9,53.7,4.7,3,,2021-01-26T07:14:20,2021-01-26T17:54:15,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-27,66.1,51.9,59.9,66.1,51.9,59.9,34.3,40.3,0,0,0,,0,0,42.2,28.2,349,1021.4,55,9.9,45.9,4,2,,2021-01-27T07:13:52,2021-01-27T17:55:07,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-28,57.9,39.7,49.1,57.9,32.7,46.1,32.7,54.9,0,0,0,,0,0,23,14.8,44.3,1031.8,19.9,9.9,49.4,4.3,2,,2021-01-28T07:13:23,2021-01-28T17:55:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-29,62.9,44.8,53.5,62.9,40.6,52.8,45.2,73.8,0,0,0,,0,0,20.8,15.2,119.6,1025,60.2,9.8,46.1,4.1,2,,2021-01-29T07:12:52,2021-01-29T17:56:51,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-30,72,55.2,65.6,72,55.2,65.6,60.3,83.3,0,0,0,,0,0,33.9,23.6,174.1,1013,97.6,8.7,27.3,2.5,1,,2021-01-30T07:12:20,2021-01-30T17:57:43,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-01-31,68.2,53.6,61.3,68.2,53.6,61.3,42.5,52.4,0,0,0,,0,0,36,21.1,315.5,1019.1,24.1,9,35.9,3,3,,2021-01-31T07:11:47,2021-01-31T17:58:34,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-01,61.4,43.2,52.7,61.4,37.3,50.7,29.6,44.2,0,0,0,,0,0,27.7,16.7,333.8,1027,12.2,9.9,32.7,2.7,2,,2021-02-01T07:11:12,2021-02-01T17:59:25,0.64,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-02,64.6,46.3,53.9,64.6,44.5,53.3,34.2,48.8,0,0,0,,0,0,23,14.6,103.4,1023.6,28.3,9.9,35.2,3.1,2,,2021-02-02T07:10:35,2021-02-02T18:00:16,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-03,66.5,49.6,57.5,66.5,44.9,56.9,50.1,77,0,0,0,,0,0,25.3,17.8,138.1,1017.8,55,9.8,49.2,4.3,2,,2021-02-03T07:09:58,2021-02-03T18:01:07,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-04,75.7,59.3,67.6,75.7,59.3,67.6,58.1,73.1,0,0,0,,0,0,33.1,20.7,210.2,1010.2,82,9.6,46.4,4.2,2,,2021-02-04T07:09:19,2021-02-04T18:01:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-05,59.3,46.6,50.9,59.3,40.4,48.3,40.3,69.1,0.13,100,29.17,rain,0,0,28.6,20.4,56.1,1012.9,99.1,9.2,14.5,1.4,1,,2021-02-05T07:08:38,2021-02-05T18:02:48,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-06,64.9,46.8,55.1,64.9,42.6,53.8,49,80.9,0,0,0,,0,0,26.2,14.3,16.7,1010.9,75.5,7.1,46,4,2,,2021-02-06T07:07:56,2021-02-06T18:03:37,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,72244012918,KMCJ,72243012960,D0326"
"Houston,TX",2021-02-07,62.7,42.7,51.7,62.7,36.2,49.8,41.7,70,0,0,0,,0,0,23,15.8,95.1,1016.8,17.3,9.9,47.8,4.2,3,,2021-02-07T07:07:13,2021-02-07T18:04:27,0.86,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,72244012918,KMCJ,72243012960,D0326"
"Houston,TX",2021-02-08,68.1,51.6,60.3,68.1,51.6,60.3,55.6,84.9,0,0,0,,0,0,26.2,19.2,122.5,1015,91.7,8.3,47.8,4,2,,2021-02-08T07:06:29,2021-02-08T18:05:16,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-09,70,62.7,64.7,70,62.7,64.7,63.2,94.9,0,0,0,,0,0,17.2,13.5,108.1,1017,98.3,2.7,35.2,3,1,,2021-02-09T07:05:43,2021-02-09T18:06:05,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-10,62.8,46.8,59,62.8,40.8,58.6,57.9,96.2,0.027,100,16.67,rain,0,0,20.8,16.2,357.8,1015.7,99.6,1.6,30.4,2.6,2,,2021-02-10T07:04:56,2021-02-10T18:06:53,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-11,45,37.8,40.5,38.7,28.9,32.6,39.6,96.6,0.967,100,41.67,rain,0,0,32.6,20,348.3,1016.1,100,4.6,19.3,1.7,1,,2021-02-11T07:04:08,2021-02-11T18:07:42,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-12,37.9,34.2,35.3,29.2,22.2,25.2,33.2,92.3,0.012,100,8.33,"rain,snow",0,0,34.5,22.7,350.5,1018.2,100,4.1,27.2,2.3,1,,2021-02-12T07:03:19,2021-02-12T18:08:29,0.03,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-13,39.8,32.7,36,33.2,21.8,27.6,30.5,80.5,0,0,0,,0,0,32.2,23.1,346.3,1018.4,100,7.7,43.9,3.8,2,,2021-02-13T07:02:28,2021-02-13T18:09:17,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-14,35.9,27.1,32.7,28.5,15.3,23.1,29.1,86.7,0.034,100,50,"rain,snow",0,0,33.9,21.7,359.4,1018.1,100,7.8,17.8,1.4,1,,2021-02-14T07:01:37,2021-02-14T18:10:04,0.09,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-15,25.3,14.6,18.5,11.8,-2.6,3.7,12,75.7,0.009,100,20.83,snow,0.8,0.5,34.4,22.5,324.4,1022.4,73.1,7.2,81.7,7,5,,2021-02-15T07:00:44,2021-02-15T18:10:50,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston,TX",2021-02-16,32.4,12.5,23.2,27.1,1,14.8,10.2,57.4,0.044,100,12.5,snow,0,1,25.3,17.7,61.4,1022.5,45.3,9.9,95.1,8.1,6,,2021-02-16T06:59:51,2021-02-16T18:11:36,0.16,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-17,36,30.6,33.7,27.9,17.6,23.8,31.2,90.5,0.34,100,41.67,"rain,snow",0,0.6,33.8,22.8,16.8,1014.8,97.1,6.2,13.9,1,0,,2021-02-17T06:58:56,2021-02-17T18:12:22,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-18,36.5,30.4,32.9,28.3,18.7,22.4,27.5,81,0,0,0,,0,0.1,34.4,24.2,345,1023.6,93.4,9.4,85.7,7.4,4,,2021-02-18T06:58:00,2021-02-18T18:13:08,0.22,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-19,48.6,25,36.6,47.5,14,30.6,21.6,56.4,0,0,0,,0,0,26.4,16.1,330.3,1031.2,7.1,9.9,152.3,13.2,8,,2021-02-19T06:57:03,2021-02-19T18:13:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-20,57.6,31.9,44.6,57.6,24.2,41,34.9,70.5,0,0,0,,0,0,24.2,16.8,128.9,1027,1.1,9.8,139.7,12.1,8,,2021-02-20T06:56:06,2021-02-20T18:14:37,0.29,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-21,68.5,47.5,58.8,68.5,41.8,57.7,50.3,75.3,0,0,0,,0,0,27.5,19.5,152,1019.4,72.6,9.9,73.4,6.3,3,,2021-02-21T06:55:07,2021-02-21T18:15:22,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-22,72.2,56.4,62.8,72.2,56.4,62.8,38.6,48,0,0,0,,0,0,19.7,16.7,8.7,1022.2,27.3,9.9,158.8,13.8,8,,2021-02-22T06:54:08,2021-02-22T18:16:05,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-23,75.8,53.7,63,75.8,53.7,63,46.2,58.3,0,0,0,,0,0,26,19.9,180.7,1019.1,12.6,9.9,145,12.6,8,,2021-02-23T06:53:08,2021-02-23T18:16:49,0.38,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-24,77.4,58.9,67.8,77.4,58.9,67.8,61.6,81.4,0,0,0,,0,0,25.3,15.8,191.1,1016.2,80.3,9.2,75.1,6.5,3,,2021-02-24T06:52:07,2021-02-24T18:17:32,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-25,70.1,64.7,67.5,70.1,64.7,67.5,65.5,93.3,0.059,100,16.67,rain,0,0,27.3,18.9,152.1,1018.1,94.2,5.9,30.5,2.7,1,,2021-02-25T06:51:05,2021-02-25T18:18:15,0.45,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-26,77.4,65,70.2,77.4,65,70.2,65.5,86.1,0.002,100,8.33,rain,0,0,27.8,18.9,167.5,1013.4,93.1,6.4,83.7,7.5,5,,2021-02-26T06:50:02,2021-02-26T18:18:57,0.48,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-27,73.9,68.2,70.5,73.9,68.2,70.5,67.1,89.2,0,0,0,,0,0,31,21.3,155.4,1012.9,99,4.9,67.8,6.1,3,,2021-02-27T06:48:59,2021-02-27T18:19:39,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-02-28,79.2,70,73,79.2,70,73,68.6,86.9,0,0,0,,0,0,30,22.9,165.6,1012.2,97.5,5.4,57,4.9,2,,2021-02-28T06:47:55,2021-02-28T18:20:21,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-01,70.2,52.1,62.2,70.2,52.1,62.2,58.6,88.3,0.386,100,25,rain,0,0,33.1,21.9,19.2,1016.8,100,5.6,22.1,2.1,1,,2021-03-01T06:46:50,2021-03-01T18:21:02,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-02,61.4,46.7,53.3,61.4,39.6,50.9,43.1,71,0.022,100,12.5,rain,0,0,32.2,19.1,4.2,1021.5,57.9,9,159.6,13.7,8,,2021-03-02T06:45:44,2021-03-02T18:21:43,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-03,66.5,44.5,55.1,66.5,39,53.9,37.4,55.7,0,0,0,,0,0,13,12.8,111.7,1021.2,19.6,9.9,173.1,14.9,8,,2021-03-03T06:44:38,2021-03-03T18:22:23,0.66,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-04,68.4,49.3,58,68.4,46.7,57.9,44.5,64.5,0,0,0,,0,0,25.8,17.7,133.1,1019.4,30.2,9.9,176.8,15.3,8,,2021-03-04T06:43:32,2021-03-04T18:23:03,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-05,73.3,55.3,62.4,73.3,55.3,62.4,57.9,85.9,0.001,100,4.17,rain,0,0,23,12.9,121.9,1014.2,77.2,7.7,63.5,5.5,3,,2021-03-05T06:42:25,2021-03-05T18:23:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-06,66.8,50.5,59.4,66.8,50.5,59.4,43.1,58.6,0,0,0,,0,0,27.7,18.9,31.6,1022.2,37.2,9.7,182.3,15.6,8,,2021-03-06T06:41:17,2021-03-06T18:24:23,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-07,64.9,46.2,56.1,64.9,40.7,55.2,30.5,38.5,0,0,0,,0,0,25.9,19,107.8,1027.2,7,9.9,190.9,16.3,8,,2021-03-07T06:40:09,2021-03-07T18:25:02,0.8,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-08,68.6,49.4,59.6,68.6,46,59.4,48,66.9,0,0,0,,0,0,30,18.9,120.6,1029.2,32.2,9.4,176.8,15.2,10,,2021-03-08T06:39:00,2021-03-08T18:25:41,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-09,72,58.7,65.2,72,58.7,65.2,56.9,75.9,0,0,0,,0,0,31.4,22.1,138.4,1025,68.5,8.4,79,6.6,3,,2021-03-09T06:37:51,2021-03-09T18:26:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-10,74,62.5,67.9,74,62.5,67.9,63.2,85.8,0.006,100,8.33,rain,0,0,35,26.7,156.9,1019.9,90.4,5,69.1,6.1,4,,2021-03-10T06:36:42,2021-03-10T18:26:58,0.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-11,75.8,68.3,70.9,75.8,68.3,70.9,64.8,81.9,0,0,0,,0,0,36.7,24.2,155.4,1019.9,92.5,5.2,107.5,9.2,5,,2021-03-11T06:35:32,2021-03-11T18:27:37,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston,TX",2021-03-12,79.2,68,71.8,79.2,68,71.8,65.1,80.7,0.001,100,4.17,rain,0,0,33.6,22.6,144.3,1022.1,69.8,5.9,165.3,14.2,8,,2021-03-12T06:34:22,2021-03-12T18:28:15,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
